AGE;MATI;JML_DEPLESI;STD_CUM_DEPLESI_%;DELTA_PAKAN_ZAK;DELTA_PAKAN_CUM_GR/EKOK;DG_ACT;DELTA_ABW;DELTA_DG;FCR_STD;FCR_ACT;DELTA_FCR;IP_STD;JUMLAH_AYAM_AKHIR;PERIODE;FCR_ACT_lag_14;DG_ACT_lag_1;DG_ACT_lag_2;DG_ACT_lag_3;MATI_lag_1;MATI_lag_2;MATI_lag_3;MATI_lag_7;MATI_lag_14;JML_DEPLESI_lag_14;DELTA_PAKAN_GR/EKOR_lag_1;DELTA_PAKAN_GR/EKOR_lag_2;DELTA_PAKAN_GR/EKOR_lag_3;DELTA_PAKAN_GR/EKOR_lag_7;DELTA_PAKAN_GR/EKOR_lag_14;DELTA_DG_lag_1;DELTA_DG_lag_2;DELTA_DG_lag_3;DELTA_DG_lag_7;DELTA_DG_lag_14;PAKAN_ACT_GR/EK_rolling_std_3;PAKAN_ACT_GR/EK_rolling_std_7;PAKAN_ACT_GR/EK_rolling_std_14;DG_ACT_rolling_std_3;DG_ACT_rolling_std_7;DG_ACT_rolling_std_14;DG_ACT_rolling_min_14;SUHU_MAX_rolling_std_3;SUHU_MAX_rolling_std_7;SUHU_MAX_rolling_std_14;MATI_rolling_mean_3;MATI_rolling_std_3;MATI_rolling_min_3;MATI_rolling_max_3;MATI_rolling_mean_7;MATI_rolling_std_7;MATI_rolling_min_7;MATI_rolling_max_7;MATI_rolling_mean_14;MATI_rolling_std_14;MATI_rolling_min_14;MATI_rolling_max_14;JML_DEPLESI_rolling_std_3;JML_DEPLESI_rolling_std_7;JML_DEPLESI_rolling_std_14;DELTA_PAKAN_GR/EKOR_rolling_std_3;DELTA_PAKAN_GR/EKOR_rolling_max_3;DELTA_PAKAN_GR/EKOR_rolling_mean_7;DELTA_PAKAN_GR/EKOR_rolling_std_7;DELTA_PAKAN_GR/EKOR_rolling_max_7;DELTA_PAKAN_GR/EKOR_rolling_mean_14;DELTA_PAKAN_GR/EKOR_rolling_std_14;DELTA_PAKAN_GR/EKOR_rolling_max_14;DELTA_DG_rolling_mean_3;DELTA_DG_rolling_min_3;DELTA_DG_rolling_max_3;DELTA_DG_rolling_mean_7;DELTA_DG_rolling_std_7;DELTA_DG_rolling_min_7;DELTA_DG_rolling_max_7;DELTA_DG_rolling_mean_14;DELTA_DG_rolling_min_14;PAKAN_DG_RATIO;PAKAN_ACT_GR/EK_momentum_1;PAKAN_ACT_GR/EK_acceleration;PAKAN_ACT_GR/EK_volatility_3;PAKAN_ACT_GR/EK_trend_slope_3;DG_ACT_momentum_1;DG_ACT_acceleration;DG_ACT_volatility_3;DG_ACT_trend_slope_3;SUHU_MAX_momentum_1;SUHU_MAX_acceleration;SUHU_MAX_volatility_3;MATI_momentum_1;MATI_acceleration;MATI_volatility_3;MATI_trend_slope_3;JML_DEPLESI_acceleration;JML_DEPLESI_volatility_3;DELTA_PAKAN_GR/EKOR_momentum_1;DELTA_PAKAN_GR/EKOR_acceleration;DELTA_PAKAN_GR/EKOR_volatility_3;DELTA_PAKAN_GR/EKOR_trend_slope_3;FEED_EFFICIENCY_lag_1
32;8;274;4.13;-1.9;-120;136;80;37;1.534;1.422;-0.112;408;17726;1;1.204;112.0;83.0;58.0;8.0;10.0;8.0;4.0;15.0;164.0;-3.0;-4.0;-4.0;0.0;-2.0;14.0;-14.0;-38.0;3.0;18.0;4.583;10.307;22.616;26.539;31.181;23.357;58.0;0.0;0.0;0.852;8.667;1.155;8.0;10.0;8.429;1.618;6.0;11.0;7.857;2.282;4.0;12.0;8.0;18.92;33.891;1.0;-3.0;-2.857;2.035;0.0;-0.857;2.742;4.0;12.333;-14.0;37.0;-2.286;30.346;-38.0;37.0;3.143;-38.0;1.309;3.0;-3.0;1.528;4.5;24.0;-5.0;2.646;26.5;0.0;0.0;0.0;0.0;2.0;2.0;-1.0;0.0;1.155;-2.0;-3.0;1.528;-0.5;0.7
33;5;279;4.26;-2.7;-142;43;23;-57;1.556;1.476;-0.08;408;17721;1;1.225;136.0;112.0;83.0;8.0;8.0;10.0;6.0;5.0;169.0;-5.0;-3.0;-4.0;0.0;2.0;37.0;14.0;-14.0;-10.0;-3.0;3.0;9.793;21.684;48.28;36.606;26.548;43.0;0.0;0.0;0.726;7.0;1.732;5.0;8.0;8.286;1.89;5.0;11.0;7.857;2.282;4.0;12.0;6.557;17.557;33.783;2.0;-3.0;-3.857;2.116;0.0;-1.5;3.057;4.0;-2.0;-57.0;37.0;-9.0;36.842;-57.0;37.0;-0.714;-57.0;4.209;3.0;0.0;1.732;3.0;-93.0;-117.0;69.039;-34.5;0.0;0.0;0.0;-3.0;-3.0;1.528;-1.5;-3.0;1.732;-2.0;0.0;1.732;-2.0;0.703
34;15;294;4.39;-2.5;-154;169;90;68;1.578;1.449;-0.129;407;17706;1;1.233;43.0;136.0;112.0;5.0;8.0;8.0;11.0;8.0;177.0;-7.0;-5.0;-3.0;0.0;0.0;-57.0;37.0;14.0;31.0;6.0;4.041;9.866;20.809;65.338;46.468;33.701;43.0;0.0;0.0;0.535;9.333;5.132;5.0;15.0;8.857;3.078;5.0;15.0;8.357;2.977;4.0;15.0;10.408;18.618;34.564;1.155;-5.0;-4.857;1.574;-3.0;-2.0;3.351;4.0;16.0;-57.0;68.0;-3.714;45.235;-57.0;68.0;3.714;-57.0;1.101;5.0;2.0;1.155;4.0;126.0;219.0;109.586;16.5;0.0;0.0;0.0;10.0;13.0;6.807;3.5;10.0;5.132;0.0;2.0;1.155;-1.0;0.678
35;10;304;4.52;-2.3;-182;86;75;-15;1.6;1.476;-0.124;406;17696;1;1.251;169.0;43.0;136.0;15.0;5.0;8.0;8.0;5.0;182.0;-7.0;-7.0;-5.0;-4.0;-1.0;68.0;-57.0;37.0;-36.0;-1.0;5.508;9.616;19.973;64.049;44.111;33.548;43.0;0.0;0.0;0.0;10.0;5.0;5.0;15.0;9.143;3.078;5.0;15.0;8.714;2.84;4.0;15.0;12.583;19.653;35.084;0.577;-6.0;-5.143;1.574;-3.0;-2.357;3.5;4.0;-1.333;-57.0;68.0;-0.714;43.396;-57.0;68.0;2.714;-57.0;2.233;6.0;1.0;1.528;5.5;-83.0;-209.0;123.654;21.5;0.0;0.0;0.0;-5.0;-15.0;8.145;2.5;-5.0;5.0;1.0;1.0;1.528;0.5;0.69
1;16;16;0.1;3.0;7;22;13;8;0.321;0.369;0.048;0;17684;2;0.369;22.0;22.0;22.0;16.0;16.0;16.0;16.0;16.0;16.0;7.0;7.0;7.0;7.0;7.0;8.0;8.0;8.0;8.0;8.0;1.98;1.98;1.98;5.657;5.657;5.657;22.0;0.0;0.0;0.0;16.0;0.707;16.0;16.0;16.0;0.707;16.0;16.0;16.0;0.707;16.0;16.0;12.021;12.021;12.021;4.243;7.0;7.0;4.243;7.0;7.0;4.243;7.0;8.0;8.0;8.0;8.0;7.778;8.0;8.0;8.0;8.0;1.155;-2.8;5.7;4.031;0.05;-8.0;10.0;7.071;-3.0;0.0;0.0;0.0;1.0;-7.0;4.95;-2.5;-6.0;4.243;-6.0;4.0;2.828;-4.0;2.71
2;17;33;0.23;0.0;8;14;10;-3;0.549;0.579;0.03;0;17667;2;0.369;22.0;22.0;22.0;16.0;16.0;16.0;16.0;16.0;16.0;7.0;7.0;7.0;7.0;7.0;8.0;8.0;8.0;8.0;8.0;1.98;1.98;1.98;5.657;5.657;5.657;14.0;0.0;0.0;0.0;16.5;0.707;16.0;17.0;16.5;0.707;16.0;17.0;16.5;0.707;16.0;17.0;12.021;12.021;12.021;4.243;7.0;4.0;4.243;7.0;4.0;4.243;7.0;2.5;-3.0;8.0;2.5;7.778;-3.0;8.0;2.5;-3.0;1.614;-2.8;5.7;4.031;0.05;-8.0;10.0;7.071;-3.0;0.0;0.0;0.0;1.0;-7.0;4.95;-2.5;-6.0;4.243;-6.0;4.0;2.828;-4.0;2.71
3;11;44;0.36;0.0;8;16;5;-5;0.711;0.747;0.036;0;17656;2;0.369;14.0;22.0;22.0;17.0;16.0;16.0;16.0;16.0;16.0;1.0;7.0;7.0;7.0;7.0;-3.0;8.0;8.0;8.0;8.0;1.646;1.646;1.646;4.163;4.163;4.163;14.0;0.0;0.0;0.0;14.667;3.215;11.0;17.0;14.667;3.215;11.0;17.0;14.667;3.215;11.0;17.0;14.107;14.107;14.107;4.163;7.0;2.333;4.163;7.0;2.333;4.163;7.0;0.0;-5.0;8.0;0.0;7.0;-5.0;8.0;0.0;-5.0;1.594;2.9;5.7;4.031;0.05;2.0;10.0;7.071;-3.0;0.0;0.0;0.0;-6.0;-7.0;4.95;-2.5;-6.0;4.243;-2.0;4.0;2.828;-4.0;1.727
4;7;51;0.49;-1.0;6;22;3;-3;0.826;0.849;0.023;0;17649;2;0.369;16.0;14.0;22.0;11.0;17.0;16.0;16.0;16.0;16.0;-1.0;1.0;7.0;7.0;7.0;-5.0;-3.0;8.0;8.0;8.0;2.85;2.327;2.327;4.163;4.123;4.123;14.0;0.0;0.0;0.0;11.667;5.033;7.0;17.0;12.75;4.646;7.0;17.0;12.75;4.646;7.0;17.0;9.074;15.253;15.253;1.528;1.0;1.25;4.031;7.0;1.25;4.031;7.0;-3.667;-5.0;-3.0;-0.75;5.909;-5.0;8.0;-0.75;-5.0;1.286;2.8;-0.1;3.262;2.85;6.0;4.0;7.211;4.0;0.0;0.0;0.0;-4.0;2.0;3.606;-5.0;-4.0;5.033;-1.0;1.0;2.646;-1.5;1.339
5;8;59;0.62;0.0;5;24;0;-3;0.914;0.944;0.03;0;17641;2;0.369;22.0;16.0;14.0;7.0;11.0;17.0;16.0;16.0;16.0;-2.0;-1.0;1.0;7.0;7.0;-3.0;-5.0;-3.0;8.0;8.0;4.332;4.322;4.322;4.163;4.336;4.336;14.0;0.0;0.0;0.0;8.667;2.082;7.0;11.0;11.8;4.55;7.0;17.0;11.8;4.55;7.0;17.0;7.506;16.742;16.742;1.0;0.0;1.0;3.536;7.0;1.0;3.536;7.0;-3.667;-5.0;-3.0;-1.2;5.215;-5.0;8.0;-1.2;-5.0;1.417;5.7;2.9;1.646;4.25;2.0;-4.0;2.309;4.0;0.0;0.0;0.0;1.0;5.0;3.606;-1.5;1.0;2.082;2.0;3.0;2.082;0.5;1.178
6;9;68;0.75;1.0;6;26;-4;-4;0.979;1.033;0.054;0;17632;2;0.369;24.0;22.0;16.0;8.0;7.0;11.0;16.0;16.0;16.0;0.0;-2.0;-1.0;7.0;7.0;-3.0;-3.0;-5.0;8.0;8.0;5.7;6.415;6.415;2.0;4.676;4.676;14.0;0.0;0.0;0.0;8.0;1.0;7.0;9.0;11.333;4.227;7.0;17.0;11.333;4.227;7.0;17.0;8.505;18.691;18.691;2.0;2.0;1.167;3.189;7.0;1.167;3.189;7.0;-3.333;-4.0;-3.0;-1.667;4.803;-5.0;8.0;-1.667;-5.0;1.527;5.7;0.0;1.674;5.7;2.0;0.0;2.309;2.0;0.0;0.0;0.0;1.0;0.0;2.887;1.0;1.0;1.0;2.0;0.0;1.732;2.0;1.059
7;6;74;0.68;0.0;8;27;-8;-6;1.029;1.107;0.078;270;17626;2;0.369;26.0;24.0;22.0;9.0;8.0;7.0;16.0;16.0;16.0;2.0;0.0;-2.0;7.0;7.0;-4.0;-3.0;-3.0;8.0;8.0;4.375;7.73;7.73;1.528;4.894;4.894;14.0;0.0;0.0;0.0;7.667;1.528;6.0;9.0;10.571;4.353;6.0;17.0;10.571;4.353;6.0;17.0;7.55;20.246;20.246;1.155;2.0;1.0;2.944;7.0;1.0;2.944;7.0;-4.333;-6.0;-3.0;-2.286;4.68;-6.0;8.0;-2.286;-6.0;1.578;2.9;-2.8;1.617;4.3;1.0;-1.0;0.577;1.5;0.0;0.0;0.0;-3.0;-4.0;2.309;-1.0;-3.0;1.528;-2.0;-4.0;2.309;0.0;0.968
8;4;78;1.01;-6.0;-13;34;-14;-4;1.068;1.07;0.002;268;17622;2;0.369;27.0;26.0;24.0;6.0;9.0;8.0;16.0;16.0;16.0;0.0;2.0;0.0;7.0;7.0;-6.0;-4.0;-3.0;8.0;8.0;7.503;7.435;7.223;4.359;6.8;6.312;14.0;1.155;0.756;0.707;6.333;2.517;4.0;9.0;8.857;4.22;4.0;17.0;9.75;4.652;4.0;17.0;5.033;16.466;21.317;10.44;2.0;-2.429;6.554;2.0;-1.25;6.923;7.0;-4.667;-6.0;-4.0;-4.0;1.155;-6.0;-3.0;-2.5;-6.0;0.835;-14.2;-17.1;10.772;-5.65;7.0;6.0;3.215;4.0;-2.0;-2.0;1.155;-2.0;1.0;2.082;-2.5;-2.0;2.517;-17.0;-15.0;10.017;-9.5;0.903
9;6;84;1.14;-3.0;-20;44;-11;3;1.099;1.066;-0.033;274;17616;2;0.369;34.0;27.0;26.0;4.0;6.0;9.0;17.0;16.0;16.0;-17.0;0.0;2.0;1.0;7.0;-4.0;-6.0;-4.0;-3.0;8.0;9.115;7.827;8.324;8.544;9.053;9.126;14.0;1.155;0.976;0.882;5.333;1.155;4.0;6.0;7.286;2.289;4.0;11.0;9.333;4.528;4.0;17.0;5.033;14.673;22.478;8.505;0.0;-3.714;6.651;2.0;-2.0;6.856;7.0;-2.333;-6.0;3.0;-3.143;2.911;-6.0;3.0;-1.889;-6.0;1.032;17.0;31.2;15.624;1.4;10.0;3.0;4.583;8.5;0.0;2.0;1.155;2.0;4.0;2.646;-0.0;2.0;1.155;9.0;26.0;13.051;-4.0;0.935
10;3;87;1.27;-3.0;-32;38;-18;-7;1.129;1.09;-0.039;281;17613;2;0.369;44.0;34.0;27.0;6.0;4.0;6.0;11.0;16.0;16.0;-8.0;-17.0;0.0;-1.0;7.0;3.0;-4.0;-6.0;-5.0;8.0;10.75;8.032;9.315;5.033;8.139;9.476;14.0;0.0;1.069;0.966;4.333;1.528;3.0;6.0;6.143;2.116;3.0;9.0;8.7;4.715;3.0;17.0;4.583;13.126;23.306;5.196;-8.0;-4.714;6.701;2.0;-2.6;6.736;7.0;-2.667;-7.0;3.0;-3.429;3.207;-7.0;3.0;-2.4;-7.0;1.271;2.9;-14.1;15.624;9.95;-6.0;-16.0;8.505;2.0;0.0;0.0;1.155;-3.0;-5.0;2.646;-0.5;-3.0;1.528;0.0;-9.0;13.204;4.5;0.938
11;10;97;1.4;0.0;-32;57;-11;8;1.149;1.091;-0.058;289;17603;2;0.369;38.0;44.0;34.0;3.0;6.0;4.0;7.0;16.0;16.0;-8.0;-8.0;-17.0;-2.0;7.0;-7.0;3.0;-4.0;-3.0;8.0;9.151;10.949;12.322;9.713;11.814;12.817;14.0;0.0;1.069;1.009;6.333;3.512;3.0;10.0;6.571;2.573;3.0;10.0;8.818;4.49;3.0;17.0;6.807;12.615;24.847;4.041;-1.0;-4.571;6.779;2.0;-2.455;6.409;7.0;1.333;-7.0;8.0;-1.857;5.398;-7.0;8.0;-1.455;-7.0;1.096;14.2;11.3;7.465;8.55;19.0;25.0;12.662;6.5;0.0;0.0;0.0;7.0;10.0;5.0;2.0;7.0;3.512;7.0;7.0;4.726;3.5;0.917
12;3;100;1.53;0.0;-35;45;-20;-9;1.169;1.137;-0.032;297;17600;2;0.369;57.0;38.0;44.0;10.0;3.0;6.0;8.0;16.0;16.0;-1.0;-8.0;-8.0;0.0;7.0;8.0;-7.0;3.0;-3.0;8.0;10.248;13.585;14.873;9.609;10.981;13.018;14.0;0.0;0.976;1.03;5.333;4.041;3.0;10.0;5.857;2.795;3.0;10.0;8.333;4.599;3.0;17.0;6.807;11.733;26.009;4.359;0.0;-4.571;6.779;2.0;-2.25;6.151;7.0;-2.667;-9.0;8.0;-2.714;6.047;-9.0;8.0;-2.083;-9.0;1.516;5.7;-8.5;5.885;9.95;-12.0;-31.0;16.442;3.5;0.0;0.0;0.0;-7.0;-14.0;7.211;0.0;-7.0;4.041;1.0;-6.0;3.786;4.0;0.917
13;5;105;1.68;-1.0;-42;57;-21;1;1.186;1.151;-0.035;305;17595;2;0.369;45.0;57.0;38.0;3.0;10.0;3.0;9.0;16.0;16.0;0.0;-1.0;-8.0;2.0;7.0;-9.0;8.0;-7.0;-4.0;8.0;4.332;15.467;16.743;6.928;11.246;14.435;14.0;0.0;0.756;1.038;6.0;3.606;3.0;10.0;5.286;2.43;3.0;10.0;8.077;4.499;3.0;17.0;4.041;11.658;27.158;1.0;0.0;-5.143;6.283;0.0;-2.231;5.89;7.0;0.0;-9.0;8.0;-2.0;6.164;-9.0;8.0;-1.846;-9.0;1.246;2.8;-2.9;5.925;4.25;12.0;24.0;16.258;-0.0;0.0;0.0;0.0;2.0;9.0;7.095;-2.5;2.0;3.606;-2.0;-3.0;4.583;-0.5;0.88
14;4;109;1.79;-1.0;-52;57;-25;-4;1.208;1.166;-0.042;313;17591;2;0.369;57.0;45.0;57.0;5.0;3.0;10.0;6.0;16.0;16.0;-2.0;0.0;-1.0;0.0;7.0;1.0;-9.0;8.0;-6.0;8.0;2.85;16.66;18.246;6.928;9.676;15.306;14.0;0.0;0.0;1.038;4.0;1.0;3.0;5.0;5.0;2.449;3.0;10.0;7.786;4.458;3.0;17.0;4.509;11.514;28.206;2.0;0.0;-5.714;5.908;0.0;-2.357;5.679;7.0;-4.0;-9.0;1.0;-1.714;5.992;-9.0;8.0;-2.0;-9.0;1.296;2.9;0.1;1.646;2.85;0.0;-12.0;12.0;6.0;0.0;0.0;0.0;-1.0;-3.0;4.583;0.5;-1.0;1.0;-2.0;0.0;1.732;-2.0;0.869
15;9;118;1.92;0.0;-51;70;-20;5;1.219;1.172;-0.047;320;17582;2;0.369;57.0;57.0;45.0;4.0;5.0;3.0;4.0;16.0;16.0;-4.0;-2.0;0.0;-17.0;7.0;-4.0;1.0;-9.0;-4.0;8.0;7.559;14.182;20.443;7.506;10.845;17.508;14.0;1.155;0.756;1.267;6.0;2.646;4.0;9.0;5.714;2.812;3.0;10.0;7.286;3.811;3.0;17.0;6.658;12.0;25.755;2.517;1.0;-3.143;3.671;1.0;-2.786;5.117;2.0;0.667;-4.0;5.0;-0.429;6.373;-9.0;8.0;-2.214;-9.0;1.219;11.4;8.5;4.937;7.15;13.0;13.0;7.234;6.5;-2.0;-2.0;1.155;5.0;6.0;3.0;2.0;5.0;2.646;5.0;7.0;4.041;1.5;0.858
16;5;123;2.06;0.0;-49;54;-33;-14;1.229;1.215;-0.014;327;17577;2;0.579;70.0;57.0;57.0;9.0;4.0;5.0;6.0;17.0;33.0;1.0;-4.0;-2.0;-8.0;1.0;5.0;-4.0;1.0;3.0;-3.0;8.707;14.182;21.955;8.505;10.165;16.54;16.0;1.155;0.976;1.399;6.0;2.646;4.0;9.0;5.571;2.82;3.0;10.0;6.429;2.623;3.0;11.0;7.095;12.381;24.576;2.887;1.0;-1.857;3.237;1.0;-2.786;5.117;2.0;-4.333;-14.0;5.0;-2.857;7.904;-14.0;8.0;-3.0;-14.0;1.685;5.7;-5.7;4.332;8.55;-16.0;-29.0;14.526;-1.5;0.0;2.0;1.155;-4.0;-9.0;4.583;0.5;-4.0;2.646;0.0;-5.0;3.606;2.5;0.853
17;8;131;2.18;-2.0;-53;72;-32;1;1.239;1.22;-0.019;334;17569;2;0.747;54.0;70.0;57.0;5.0;9.0;4.0;3.0;11.0;44.0;1.0;1.0;-4.0;-8.0;-1.0;-14.0;5.0;-4.0;-7.0;-5.0;3.32;11.509;22.591;9.866;9.335;16.853;22.0;0.0;1.069;1.46;7.333;2.082;5.0;9.0;6.286;2.69;3.0;10.0;6.214;2.326;3.0;10.0;6.557;12.549;24.272;3.464;1.0;-1.429;2.37;1.0;-3.071;5.121;2.0;-2.667;-14.0;5.0;-1.714;7.783;-14.0;8.0;-2.571;-14.0;1.265;0.1;-5.6;5.65;2.9;18.0;34.0;18.358;1.0;0.0;0.0;1.155;3.0;7.0;4.726;-0.5;3.0;2.082;-6.0;-6.0;5.508;-3.0;0.823
18;4;135;2.31;-6.0;-67;76;-30;2;1.249;1.211;-0.038;343;17565;2;0.849;72.0;54.0;70.0;8.0;5.0;9.0;10.0;7.0;51.0;-5.0;1.0;1.0;-1.0;-2.0;1.0;-14.0;5.0;8.0;-3.0;3.262;9.608;21.995;11.719;11.267;17.407;24.0;0.0;1.069;1.46;5.667;2.082;4.0;8.0;5.429;2.225;3.0;9.0;6.0;2.386;3.0;10.0;6.11;13.25;23.812;9.165;1.0;-3.714;6.317;1.0;-4.143;6.311;2.0;-3.667;-14.0;2.0;-2.571;6.803;-14.0;5.0;-2.214;-14.0;1.124;-5.7;-5.8;5.7;-2.8;4.0;-14.0;17.088;11.0;0.0;0.0;0.0;-4.0;-7.0;4.041;-0.5;-4.0;2.082;-12.0;-6.0;6.0;-9.0;0.82
19;8;143;2.44;-2.0;-74;65;-43;-12;1.259;1.235;-0.024;378;17557;2;0.944;76.0;72.0;54.0;4.0;8.0;5.0;3.0;8.0;59.0;-17.0;-5.0;1.0;0.0;0.0;2.0;1.0;-14.0;-9.0;-3.0;7.199;10.066;22.582;5.568;8.58;16.36;26.0;0.0;0.976;1.399;6.667;2.309;4.0;8.0;6.143;2.116;4.0;9.0;6.0;2.386;3.0;10.0;6.11;13.855;23.889;6.658;-5.0;-4.571;6.133;1.0;-4.571;6.211;2.0;-3.0;-12.0;2.0;-3.0;7.348;-14.0;5.0;-2.857;-14.0;1.534;14.3;20.0;10.29;4.3;-11.0;-15.0;14.503;-3.5;0.0;0.0;0.0;4.0;8.0;4.359;-0.0;4.0;2.309;11.0;23.0;11.93;-0.5;0.826
20;6;149;2.57;0.0;-74;73;-29;-7;1.272;1.26;-0.012;383;17551;2;1.033;65.0;76.0;72.0;8.0;4.0;8.0;5.0;9.0;68.0;-6.0;-17.0;-5.0;-2.0;2.0;-12.0;2.0;1.0;1.0;-4.0;14.3;12.645;24.428;5.686;8.401;15.509;27.0;0.0;0.756;1.267;6.0;2.0;4.0;8.0;6.286;2.059;4.0;9.0;5.786;2.225;3.0;10.0;7.024;14.08;24.378;8.622;0.0;-4.286;6.317;1.0;-4.714;6.069;1.0;-5.667;-12.0;2.0;-4.143;7.244;-14.0;5.0;-3.071;-14.0;1.562;14.3;0.0;11.547;14.3;8.0;19.0;10.017;-1.5;0.0;0.0;0.0;-2.0;-6.0;4.163;1.0;-2.0;2.0;6.0;-5.0;12.097;8.5;0.81
21;7;156;2.7;0.0;-80;52;-79;-30;1.294;1.315;0.021;387;17544;2;1.107;73.0;65.0;76.0;6.0;8.0;4.0;4.0;6.0;74.0;0.0;-6.0;-17.0;-4.0;0.0;-7.0;-12.0;2.0;-4.0;-6.0;10.304;13.823;25.954;10.599;9.504;13.333;34.0;0.0;0.0;1.038;7.0;1.0;6.0;8.0;6.714;1.799;4.0;9.0;5.857;2.248;3.0;10.0;6.506;13.758;25.034;3.464;0.0;-3.714;6.525;1.0;-4.714;6.069;1.0;-16.333;-30.0;-7.0;-7.857;12.158;-30.0;5.0;-4.786;-30.0;2.302;5.7;-8.6;4.965;10.0;-21.0;-29.0;14.731;-6.5;0.0;0.0;0.0;1.0;3.0;3.0;-0.5;1.0;1.0;0.0;-6.0;5.508;3.0;0.794
22;6;162;2.83;-8.0;-112;43;-120;-41;1.137;1.36;0.223;391;17538;2;1.07;52.0;73.0;65.0;7.0;6.0;8.0;9.0;4.0;78.0;0.0;0.0;-6.0;1.0;-17.0;-30.0;-7.0;-12.0;5.0;-4.0;8.707;12.666;22.523;15.395;12.589;12.333;38.0;1.155;0.756;1.267;6.333;0.577;6.0;7.0;6.286;1.496;4.0;8.0;6.0;2.184;3.0;10.0;6.506;13.985;25.455;13.279;0.0;-7.143;9.335;1.0;-5.143;7.124;1.0;-26.0;-41.0;-7.0;-14.429;15.904;-41.0;2.0;-7.429;-41.0;2.386;-17.1;-22.8;16.226;-5.7;-9.0;12.0;14.572;-15.0;-2.0;-2.0;1.155;-1.0;-2.0;1.528;0.0;-1.0;0.577;-23.0;-23.0;15.308;-11.5;0.76
23;41;203;2.96;-10.0;-149;55;-151;-31;1.337;1.386;0.049;394;17497;2;1.066;43.0;52.0;73.0;6.0;7.0;6.0;5.0;6.0;84.0;-23.0;0.0;0.0;1.0;-8.0;-41.0;-30.0;-7.0;-14.0;3.0;9.787;11.957;20.329;6.245;12.486;11.753;38.0;1.155;0.976;1.399;18.0;19.925;6.0;41.0;11.429;13.113;4.0;41.0;8.5;9.606;3.0;41.0;25.58;24.169;31.233;15.308;0.0;-11.429;11.588;0.0;-6.643;9.564;1.0;-34.0;-41.0;-30.0;-16.857;17.082;-41.0;2.0;-9.857;-41.0;1.871;0.3;17.4;11.915;-8.4;12.0;21.0;16.703;1.5;0.0;2.0;1.155;35.0;36.0;20.232;17.0;35.0;19.925;-6.0;17.0;11.93;-14.5;0.735
24;16;219;3.09;-9.0;-184;72;-167;-16;1.36;1.396;0.036;397;17481;2;1.09;55.0;43.0;52.0;41.0;6.0;7.0;8.0;3.0;87.0;-29.0;-23.0;0.0;-5.0;-8.0;-31.0;-41.0;-30.0;1.0;-7.0;5.054;11.267;17.999;14.572;12.486;10.74;43.0;0.0;1.069;1.46;21.0;18.028;6.0;41.0;12.571;13.113;4.0;41.0;9.429;9.661;3.0;41.0;29.4;31.805;36.739;3.0;-23.0;-14.429;12.34;0.0;-7.929;10.88;1.0;-29.333;-41.0;-16.0;-19.286;15.228;-41.0;2.0;-10.5;-41.0;1.549;8.6;8.3;13.116;4.45;17.0;5.0;13.796;14.5;0.0;0.0;1.155;-25.0;-60.0;30.199;5.0;-25.0;18.028;3.0;9.0;13.204;-1.5;0.722
25;21;240;3.22;-7.0;-216;94;-164;4;1.382;1.389;0.007;400;17460;2;1.091;72.0;55.0;43.0;16.0;41.0;6.0;4.0;10.0;97.0;-26.0;-29.0;-23.0;-17.0;-1.0;-16.0;-31.0;-41.0;2.0;8.0;10.137;9.069;17.815;19.553;16.866;13.885;43.0;0.0;1.069;1.46;26.0;13.229;16.0;41.0;15.0;12.832;6.0;41.0;10.214;10.146;3.0;41.0;18.556;38.426;43.36;4.041;-21.0;-15.0;12.57;0.0;-9.357;11.209;1.0;-14.333;-31.0;4.0;-19.0;15.706;-41.0;4.0;-10.786;-41.0;1.31;11.6;3.0;5.853;10.1;22.0;5.0;5.0;19.5;0.0;0.0;0.0;5.0;30.0;30.0;-10.0;5.0;13.229;5.0;2.0;5.859;4.0;0.716
26;6;246;3.35;-3.0;-237;103;-153;11;1.405;1.387;-0.018;402;17454;2;1.137;94.0;72.0;55.0;21.0;16.0;41.0;8.0;3.0;100.0;-21.0;-26.0;-29.0;-6.0;0.0;4.0;-16.0;-31.0;-12.0;-9.0;14.543;13.129;19.61;15.948;22.194;16.449;43.0;0.0;0.976;1.399;14.333;7.638;6.0;21.0;14.714;13.035;6.0;41.0;10.429;10.013;4.0;41.0;14.177;40.779;47.863;8.185;-10.0;-15.571;12.177;0.0;-10.071;10.88;1.0;-0.333;-16.0;11.0;-15.714;19.388;-41.0;11.0;-9.357;-41.0;1.363;17.3;5.7;4.419;14.45;9.0;-13.0;6.557;15.5;0.0;0.0;0.0;-15.0;-20.0;15.275;-5.0;-15.0;7.638;11.0;6.0;4.163;8.0;0.72
