AGE;MATI;JML_DEPLESI;STD_CUM_DEPLESI_%;PAKAN_STD_CUM_GR/EK;DELTA_PAKAN_ZAK;DELTA_PAKAN_CUM_GR/EKOR;DG_ACT;DELTA_ABW;DELTA_DG;FCR_STD;FCR_ACT;DELTA_FCR;IP_STD;IP_ACT;JUMLAH_AYAM_AKHIR;PERIODE;FCR_ACT_lag_1;FCR_ACT_lag_7;FCR_ACT_lag_14;PAKAN_ACT_GR/EK_lag_14;DG_ACT_lag_1;DG_ACT_lag_2;DG_ACT_lag_3;DG_ACT_lag_7;DG_ACT_lag_14;MATI_lag_1;MATI_lag_2;MATI_lag_3;MATI_lag_7;MATI_lag_14;JML_DEPLESI_lag_7;JML_DEPLESI_lag_14;DELTA_PAKAN_GR/EKOR_lag_1;DELTA_PAKAN_GR/EKOR_lag_2;DELTA_PAKAN_GR/EKOR_lag_3;DELTA_PAKAN_GR/EKOR_lag_7;DELTA_PAKAN_GR/EKOR_lag_14;DELTA_DG_lag_1;DELTA_DG_lag_2;DELTA_DG_lag_3;DELTA_DG_lag_7;DELTA_DG_lag_14;PAKAN_ACT_GR/EK_rolling_std_3;PAKAN_ACT_GR/EK_rolling_std_7;PAKAN_ACT_GR/EK_rolling_std_14;DG_ACT_rolling_mean_3;DG_ACT_rolling_std_3;DG_ACT_rolling_min_3;DG_ACT_rolling_max_3;DG_ACT_rolling_std_7;DG_ACT_rolling_min_7;DG_ACT_rolling_std_14;DG_ACT_rolling_min_14;MATI_rolling_mean_3;MATI_rolling_std_3;MATI_rolling_min_3;MATI_rolling_max_3;MATI_rolling_mean_7;MATI_rolling_std_7;MATI_rolling_min_7;MATI_rolling_max_7;MATI_rolling_mean_14;MATI_rolling_std_14;MATI_rolling_min_14;MATI_rolling_max_14;JML_DEPLESI_rolling_std_3;JML_DEPLESI_rolling_std_7;JML_DEPLESI_rolling_std_14;DELTA_PAKAN_GR/EKOR_rolling_mean_3;DELTA_PAKAN_GR/EKOR_rolling_std_3;DELTA_PAKAN_GR/EKOR_rolling_min_3;DELTA_PAKAN_GR/EKOR_rolling_max_3;DELTA_PAKAN_GR/EKOR_rolling_mean_7;DELTA_PAKAN_GR/EKOR_rolling_std_7;DELTA_PAKAN_GR/EKOR_rolling_min_7;DELTA_PAKAN_GR/EKOR_rolling_max_7;DELTA_PAKAN_GR/EKOR_rolling_mean_14;DELTA_PAKAN_GR/EKOR_rolling_std_14;DELTA_PAKAN_GR/EKOR_rolling_min_14;DELTA_PAKAN_GR/EKOR_rolling_max_14;DELTA_DG_rolling_mean_3;DELTA_DG_rolling_min_3;DELTA_DG_rolling_max_3;DELTA_DG_rolling_mean_7;DELTA_DG_rolling_std_7;DELTA_DG_rolling_min_7;DELTA_DG_rolling_max_7;DELTA_DG_rolling_mean_14;DELTA_DG_rolling_std_14;DELTA_DG_rolling_min_14;PAKAN_DG_RATIO;PAKAN_ACT_GR/EK_momentum_1;PAKAN_ACT_GR/EK_acceleration;PAKAN_ACT_GR/EK_volatility_3;PAKAN_ACT_GR/EK_trend_slope_3;DG_ACT_momentum_1;DG_ACT_acceleration;DG_ACT_volatility_3;DG_ACT_trend_slope_3;MATI_momentum_1;MATI_acceleration;MATI_volatility_3;MATI_trend_slope_3;JML_DEPLESI_momentum_1;JML_DEPLESI_acceleration;JML_DEPLESI_volatility_3;ABW_ACT_acceleration;ABW_ACT_volatility_3;DELTA_PAKAN_GR/EKOR_momentum_1;DELTA_PAKAN_GR/EKOR_acceleration;DELTA_PAKAN_GR/EKOR_volatility_3;DELTA_PAKAN_GR/EKOR_trend_slope_3;FEED_EFFICIENCY_lag_1
7;11;109;0.68;210;-3.0;-62.0;25;-44;-8;1.029;0.921;-0.108;270;248;19891;4;0.831;0.318;0.318;17.5;19.0;19.0;12.0;22.0;22.0;12.0;11.0;12.0;21.0;21.0;21.0;21.0;-15.0;-11.0;-10.0;0.0;0.0;-11.0;-8.0;-12.0;8.0;8.0;7.275;6.972;6.972;21.0;3.464;19.0;25.0;4.608;12.0;4.608;12.0;11.333;0.577;11.0;12.0;15.571;5.593;11.0;25.0;15.571;5.593;11.0;25.0;11.504;30.558;30.558;-11.333;3.512;-15.0;-8.0;-8.857;4.67;-15.0;0.0;-8.857;4.67;-15.0;0.0;-9.0;-11.0;-8.0;-5.286;6.849;-12.0;8.0;-5.286;6.849;-12.0;1.408;12.6;12.6;6.671;6.3;6.0;6.0;3.786;3.0;-1.0;-2.0;1.155;-0.0;11.0;-1.0;0.577;6.0;3.464;7.0;11.0;5.686;1.5;1.203
8;12;121;1.01;260;-3.0;-74.0;26;-57;-11;1.068;0.995;-0.073;268;234;19879;4;0.921;0.318;0.318;17.5;25.0;19.0;19.0;22.0;22.0;11.0;12.0;11.0;21.0;21.0;21.0;21.0;-8.0;-15.0;-11.0;0.0;0.0;-8.0;-11.0;-8.0;8.0;8.0;8.093;9.076;8.714;23.333;3.786;19.0;26.0;5.336;12.0;5.064;12.0;11.667;0.577;11.0;12.0;14.286;5.155;11.0;25.0;15.125;5.33;11.0;25.0;11.504;26.286;33.334;-10.0;4.359;-15.0;-7.0;-9.857;2.854;-15.0;-7.0;-8.625;4.373;-15.0;0.0;-10.0;-11.0;-8.0;-8.0;3.786;-12.0;-2.0;-6.0;6.655;-12.0;1.45;2.5;-10.1;6.671;7.55;1.0;-5.0;3.215;3.5;1.0;2.0;1.155;0.0;12.0;1.0;0.577;1.0;3.786;1.0;-6.0;5.508;4.0;1.086
9;7;128;1.14;312;-4.0;-83.0;33;-65;-8;1.099;1.041;-0.058;274;233;19872;4;0.995;0.479;0.318;17.5;26.0;25.0;19.0;13.0;22.0;12.0;11.0;12.0;25.0;21.0;46.0;21.0;-7.0;-8.0;-15.0;-7.0;0.0;-11.0;-8.0;-11.0;-4.0;8.0;3.873;10.446;10.444;28.0;4.359;25.0;33.0;6.824;12.0;6.591;12.0;10.0;2.646;7.0;12.0;11.714;2.928;7.0;17.0;14.222;5.674;7.0;25.0;9.609;23.954;35.454;-8.333;1.528;-10.0;-7.0;-10.286;2.563;-15.0;-7.0;-8.778;4.116;-15.0;0.0;-9.0;-11.0;-8.0;-8.571;3.359;-12.0;-2.0;-6.222;6.261;-12.0;1.297;5.1;2.6;5.244;3.8;7.0;6.0;3.215;4.0;-5.0;-6.0;3.055;-2.0;7.0;-5.0;2.646;7.0;4.359;-3.0;-4.0;5.033;-1.0;1.005
10;8;136;1.27;372;-6.0;-103.0;37;-73;-8;1.129;1.048;-0.081;281;244;19864;4;1.041;0.554;0.318;17.5;33.0;26.0;25.0;18.0;22.0;7.0;12.0;11.0;17.0;21.0;63.0;21.0;-10.0;-7.0;-8.0;-11.0;0.0;-8.0;-11.0;-8.0;-2.0;8.0;2.55;9.535;10.917;32.0;5.568;26.0;37.0;8.638;12.0;8.058;12.0;9.0;2.646;7.0;12.0;10.429;2.07;7.0;12.0;13.6;5.7;7.0;25.0;7.506;22.456;37.393;-11.0;4.583;-16.0;-7.0;-11.0;3.367;-16.0;-7.0;-9.5;4.503;-16.0;0.0;-9.0;-11.0;-8.0;-9.429;1.813;-12.0;-8.0;-6.4;5.929;-12.0;1.089;-2.5;-7.6;3.863;1.3;4.0;-3.0;3.0;5.5;1.0;6.0;3.464;-2.0;8.0;1.0;2.646;4.0;5.568;-6.0;-3.0;3.512;-4.5;0.961
11;11;147;1.4;435;-4.0;-113.0;35;-88;-14;1.149;1.104;-0.045;289;239;19853;4;1.048;0.691;0.318;17.5;37.0;33.0;26.0;12.0;22.0;8.0;7.0;12.0;12.0;21.0;75.0;21.0;-16.0;-10.0;-7.0;-10.0;0.0;-8.0;-8.0;-11.0;-12.0;8.0;6.671;10.896;12.993;35.0;2.0;33.0;37.0;7.41;19.0;8.537;12.0;8.667;2.082;7.0;11.0;10.286;1.976;7.0;12.0;13.364;5.464;7.0;25.0;9.539;21.521;39.644;-12.0;3.464;-16.0;-10.0;-11.0;3.367;-16.0;-7.0;-9.545;4.275;-16.0;0.0;-10.0;-14.0;-8.0;-9.714;2.36;-14.0;-8.0;-7.091;6.074;-14.0;1.511;12.6;15.1;7.55;5.05;-2.0;-6.0;4.583;1.0;3.0;2.0;4.163;2.0;11.0;3.0;2.082;-2.0;2.0;6.0;12.0;6.245;-0.0;0.954
12;11;158;1.53;506;-5.0;-129.0;43;-99;-11;1.169;1.128;-0.041;297;246;19842;4;1.104;0.773;0.318;17.5;35.0;37.0;33.0;19.0;22.0;11.0;8.0;7.0;11.0;21.0;86.0;21.0;-10.0;-16.0;-10.0;-11.0;0.0;-14.0;-8.0;-8.0;-8.0;8.0;8.093;11.074;14.508;38.333;4.163;35.0;43.0;8.214;19.0;9.889;12.0;10.0;1.732;8.0;11.0;10.286;1.976;7.0;12.0;13.167;5.254;7.0;25.0;11.0;20.956;42.119;-13.0;3.0;-16.0;-10.0;-11.286;3.45;-16.0;-7.0;-9.833;4.196;-16.0;0.0;-11.0;-14.0;-8.0;-10.143;2.268;-14.0;-8.0;-7.417;5.9;-14.0;1.288;2.5;-10.1;7.692;7.55;8.0;10.0;5.033;3.0;0.0;-3.0;1.528;1.5;11.0;0.0;1.732;8.0;4.163;-3.0;-9.0;6.245;1.5;0.906
13;10;168;1.68;584;-1.0;-136.0;51;-106;-5;1.186;1.163;-0.023;305;253;19832;4;1.128;0.831;0.318;17.5;43.0;35.0;37.0;19.0;22.0;11.0;11.0;8.0;12.0;21.0;98.0;21.0;-13.0;-10.0;-16.0;-15.0;0.0;-11.0;-14.0;-8.0;-11.0;8.0;9.579;12.554;17.635;43.0;8.0;35.0;51.0;9.178;25.0;11.873;12.0;10.667;0.577;10.0;11.0;10.0;1.826;7.0;12.0;12.923;5.107;7.0;25.0;10.504;20.876;44.636;-8.333;5.686;-13.0;-2.0;-9.429;4.467;-16.0;-2.0;-9.231;4.567;-16.0;0.0;-10.0;-14.0;-5.0;-9.286;2.928;-14.0;-5.0;-7.231;5.688;-14.0;1.384;15.2;12.7;6.709;8.85;8.0;0.0;5.774;8.0;-1.0;-1.0;2.082;-0.5;10.0;-1.0;0.577;8.0;8.0;11.0;14.0;7.095;4.0;0.887
14;16;184;1.79;668;-9.0;-165.0;45;-122;-16;1.208;1.171;-0.037;313;260;19816;4;1.163;0.921;0.318;17.5;51.0;43.0;35.0;25.0;22.0;10.0;11.0;11.0;11.0;21.0;109.0;21.0;-2.0;-13.0;-10.0;-8.0;0.0;-5.0;-11.0;-14.0;-8.0;8.0;8.747;11.442;17.854;46.333;4.163;43.0;51.0;8.364;26.0;12.364;12.0;12.333;3.215;10.0;16.0;10.714;2.928;7.0;16.0;13.143;4.975;7.0;25.0;13.115;22.601;47.883;-12.333;10.017;-22.0;-2.0;-11.429;6.425;-22.0;-2.0;-10.143;5.559;-22.0;0.0;-10.667;-16.0;-5.0;-10.429;3.78;-16.0;-5.0;-7.857;5.947;-16.0;1.233;-15.1;-30.3;15.216;0.05;-6.0;-14.0;8.083;1.0;6.0;7.0;3.786;2.5;16.0;6.0;3.215;-6.0;4.163;-20.0;-31.0;15.524;-4.5;0.86
15;15;199;1.92;752;-3.0;-173.0;57;-130;-8;1.219;1.19;-0.029;320;271;19801;4;1.171;0.995;0.318;17.5;45.0;51.0;43.0;26.0;22.0;16.0;10.0;11.0;12.0;21.0;121.0;21.0;-22.0;-2.0;-13.0;-7.0;0.0;-16.0;-5.0;-11.0;-11.0;8.0;10.545;13.14;19.903;51.0;6.0;45.0;57.0;8.794;33.0;14.344;12.0;13.667;3.215;10.0;16.0;11.143;3.338;7.0;16.0;12.714;4.48;7.0;25.0;15.503;25.606;46.029;-10.667;10.263;-22.0;-2.0;-11.571;6.321;-22.0;-2.0;-10.714;4.795;-22.0;-2.0;-9.667;-16.0;-5.0;-10.0;3.873;-16.0;-5.0;-9.0;3.823;-16.0;1.33;20.3;35.4;19.137;2.6;12.0;18.0;9.452;3.0;-1.0;-7.0;4.041;2.5;15.0;-1.0;3.215;12.0;6.0;14.0;34.0;18.824;-3.0;0.854
16;20;219;2.06;841;-4.0;-181.0;55;-142;-13;1.229;1.22;-0.009;327;275;19781;4;1.19;1.041;0.479;15.0;57.0;45.0;51.0;33.0;13.0;15.0;16.0;10.0;7.0;25.0;128.0;46.0;-8.0;-22.0;-2.0;-10.0;-7.0;-8.0;-16.0;-5.0;-8.0;-4.0;13.437;14.492;21.255;52.333;6.429;45.0;57.0;8.552;35.0;14.694;12.0;17.0;2.646;15.0;20.0;13.0;4.163;8.0;20.0;12.357;3.522;7.0;20.0;17.559;29.462;47.06;-13.0;7.81;-22.0;-8.0;-11.429;6.373;-22.0;-2.0;-10.857;4.704;-22.0;-2.0;-12.333;-16.0;-8.0;-10.714;3.904;-16.0;-5.0;-9.643;3.671;-16.0;1.471;5.1;-15.2;17.759;12.7;-2.0;-14.0;9.452;5.0;5.0;6.0;3.786;2.0;20.0;5.0;2.646;-2.0;6.429;-1.0;-15.0;17.039;6.5;0.84
17;15;234;2.18;936;-4.0;-190.0;61;-152;-10;1.239;1.24;0.001;334;283;19766;4;1.22;1.048;0.554;15.0;55.0;57.0;45.0;37.0;18.0;20.0;15.0;16.0;8.0;17.0;136.0;63.0;-9.0;-8.0;-22.0;-16.0;-11.0;-13.0;-8.0;-16.0;-8.0;-2.0;5.1;13.545;22.049;57.667;3.055;55.0;61.0;9.071;35.0;15.576;12.0;16.667;2.887;15.0;20.0;14.0;3.559;10.0;20.0;12.214;3.355;7.0;20.0;17.559;32.114;49.064;-9.0;1.0;-10.0;-8.0;-10.571;6.051;-22.0;-2.0;-10.786;4.71;-22.0;-2.0;-10.333;-13.0;-8.0;-11.0;3.742;-16.0;-5.0;-10.214;2.94;-16.0;1.41;5.1;-0.0;8.776;5.1;6.0;8.0;7.024;2.0;-5.0;-10.0;5.033;0.0;15.0;-5.0;2.887;6.0;3.055;-1.0;0.0;8.66;-1.0;0.82
18;12;246;2.31;1036;-8.0;-209.0;76;-150;2;1.249;1.221;-0.028;343;306;19754;4;1.24;1.104;0.691;20.1;61.0;55.0;57.0;35.0;12.0;15.0;20.0;15.0;11.0;12.0;147.0;75.0;-10.0;-9.0;-8.0;-10.0;-10.0;-10.0;-13.0;-8.0;-14.0;-12.0;2.916;12.384;21.726;64.0;10.817;55.0;76.0;11.103;43.0;17.001;19.0;15.667;4.041;12.0;20.0;14.143;3.436;10.0;20.0;12.214;3.355;7.0;20.0;13.528;33.339;50.934;-13.333;6.658;-21.0;-9.0;-12.143;7.198;-22.0;-2.0;-11.571;5.431;-22.0;-2.0;-7.0;-13.0;2.0;-8.714;5.88;-16.0;2.0;-9.214;4.336;-16.0;1.066;-5.0;-10.1;5.831;0.05;15.0;9.0;8.505;10.5;-3.0;2.0;5.292;-4.0;12.0;-3.0;4.041;15.0;10.817;-11.0;-10.0;5.774;-6.0;0.806
19;8;254;2.44;1142;-4.0;-219.0;62;-166;-15;1.259;1.249;-0.01;378;309;19746;4;1.221;1.128;0.773;22.6;76.0;61.0;55.0;43.0;19.0;12.0;15.0;20.0;11.0;11.0;158.0;86.0;-21.0;-10.0;-9.0;-13.0;-11.0;2.0;-10.0;-13.0;-11.0;-8.0;7.747;12.77;22.377;66.333;8.386;61.0;76.0;9.805;45.0;16.486;19.0;11.667;3.512;8.0;15.0;13.714;4.03;8.0;20.0;12.0;3.53;7.0;20.0;10.066;32.365;52.063;-13.667;6.351;-21.0;-10.0;-11.714;7.228;-22.0;-2.0;-11.5;5.446;-22.0;-2.0;-7.667;-15.0;2.0;-9.286;6.317;-16.0;2.0;-9.714;4.581;-16.0;1.552;15.2;20.2;10.1;5.1;-14.0;-29.0;14.844;0.5;-4.0;-1.0;1.0;-3.5;8.0;-4.0;3.512;-14.0;8.386;11.0;22.0;11.015;-0.0;0.819
20;14;268;2.57;1256;-5.0;-231.0;60;-165;-20;1.272;1.283;0.011;383;308;19732;4;1.249;1.163;0.831;22.6;62.0;76.0;61.0;51.0;19.0;8.0;12.0;15.0;10.0;12.0;168.0;98.0;-10.0;-21.0;-10.0;-2.0;-15.0;-15.0;2.0;-10.0;-5.0;-11.0;10.601;14.921;22.294;66.0;8.718;60.0;76.0;9.289;45.0;15.169;25.0;11.333;3.055;8.0;14.0;14.286;3.684;8.0;20.0;12.143;3.57;7.0;20.0;11.136;30.235;53.409;-14.667;5.686;-21.0;-10.0;-13.286;5.823;-22.0;-8.0;-11.357;5.372;-22.0;-2.0;-11.0;-20.0;2.0;-11.429;7.115;-20.0;2.0;-10.357;5.344;-20.0;1.69;5.2;-10.0;10.1;10.2;-2.0;12.0;14.572;-8.0;6.0;10.0;5.508;1.0;14.0;6.0;3.055;-2.0;8.718;-3.0;-14.0;11.136;4.0;0.801
21;15;283;2.7;1382;-9.0;-261.0;81;-186;-1;1.294;1.275;-0.019;387;325;19717;4;1.283;1.171;0.921;35.2;60.0;62.0;76.0;45.0;25.0;14.0;8.0;12.0;16.0;11.0;184.0;109.0;-13.0;-10.0;-21.0;-22.0;-8.0;-20.0;-15.0;2.0;-16.0;-8.0;2.946;9.74;21.973;67.667;11.59;60.0;81.0;9.914;55.0;16.114;26.0;12.333;3.786;8.0;15.0;14.143;3.625;8.0;20.0;12.429;3.631;7.0;20.0;14.503;28.715;54.927;-15.667;7.371;-24.0;-10.0;-13.571;6.347;-24.0;-8.0;-12.5;6.236;-24.0;-2.0;-12.0;-20.0;-1.0;-9.286;7.74;-20.0;2.0;-9.857;5.882;-20.0;1.19;-5.0;-10.2;10.1;0.1;21.0;23.0;17.786;9.5;1.0;-5.0;5.0;3.5;15.0;1.0;3.786;21.0;11.59;-11.0;-8.0;11.136;-7.0;0.779
22;5;288;2.83;1517;-8.0;-290.0;65;-205;-19;1.137;1.3;0.163;391;327;19712;4;1.275;1.19;0.995;37.7;81.0;60.0;62.0;57.0;26.0;15.0;14.0;8.0;15.0;12.0;199.0;121.0;-24.0;-13.0;-10.0;-8.0;-7.0;-1.0;-20.0;-15.0;-8.0;-11.0;5.05;10.108;22.009;68.667;10.97;60.0;81.0;9.34;55.0;14.658;33.0;11.333;5.508;5.0;15.0;12.714;4.957;5.0;20.0;11.929;4.141;5.0;20.0;10.408;25.344;55.501;-18.667;5.508;-24.0;-13.0;-15.143;6.094;-24.0;-9.0;-13.357;6.246;-24.0;-2.0;-13.333;-20.0;-1.0;-10.857;8.513;-20.0;2.0;-10.429;6.37;-20.0;1.638;10.1;15.1;7.703;2.55;-16.0;-37.0;18.682;2.5;-10.0;-11.0;8.185;-4.5;5.0;-10.0;5.508;-16.0;10.97;5.0;16.0;8.0;-3.0;0.784
23;11;299;2.96;1656;-8.0;-317.0;79;-212;-7;1.337;1.31;-0.027;394;336;19701;4;1.3;1.22;1.041;42.8;65.0;81.0;60.0;55.0;33.0;5.0;15.0;14.0;20.0;7.0;219.0;128.0;-19.0;-24.0;-13.0;-9.0;-10.0;-19.0;-1.0;-20.0;-13.0;-8.0;7.78;10.83;22.101;75.0;8.718;65.0;81.0;9.155;60.0;14.658;35.0;10.333;5.033;5.0;15.0;11.429;3.78;5.0;15.0;12.214;3.906;5.0;20.0;8.185;23.874;55.356;-21.0;2.646;-24.0;-19.0;-16.714;5.648;-24.0;-10.0;-14.071;6.403;-24.0;-2.0;-9.0;-19.0;-1.0;-10.0;8.563;-20.0;2.0;-10.357;6.404;-20.0;1.414;5.2;-4.9;7.703;7.65;14.0;30.0;19.655;-1.0;6.0;16.0;8.185;-2.0;11.0;6.0;5.033;14.0;8.718;-1.0;-6.0;8.083;2.0;0.769
24;11;310;3.09;1803;-8.0;-347.0;80;-220;-8;1.36;1.321;-0.039;397;344;19690;4;1.31;1.24;1.048;40.3;79.0;65.0;81.0;61.0;37.0;11.0;5.0;15.0;15.0;8.0;234.0;136.0;-20.0;-19.0;-24.0;-10.0;-16.0;-7.0;-19.0;-1.0;-10.0;-8.0;5.15;11.814;21.146;74.667;8.386;65.0;80.0;9.155;60.0;14.504;35.0;9.0;3.464;5.0;11.0;10.857;3.436;5.0;15.0;12.429;3.736;5.0;20.0;11.0;23.414;54.521;-20.0;1.0;-21.0;-19.0;-18.286;4.957;-24.0;-10.0;-14.429;6.653;-24.0;-2.0;-11.333;-19.0;-7.0;-9.714;8.597;-20.0;2.0;-10.357;6.404;-20.0;1.46;5.1;-0.1;2.858;5.15;1.0;-13.0;15.044;7.5;0.0;-6.0;8.083;3.0;11.0;0.0;3.464;1.0;8.386;-1.0;0.0;3.464;-1.0;0.763
25;11;321;3.22;1958;-9.0;-380.0;60;-251;-30;1.382;1.359;-0.023;400;338;19679;4;1.321;1.221;1.104;52.9;80.0;79.0;65.0;76.0;35.0;11.0;11.0;5.0;12.0;11.0;246.0;147.0;-21.0;-20.0;-19.0;-21.0;-10.0;-8.0;-7.0;-19.0;2.0;-14.0;5.15;10.026;21.193;73.0;11.269;60.0;80.0;9.914;60.0;12.495;43.0;11.0;0.0;11.0;11.0;10.714;3.402;5.0;15.0;12.429;3.736;5.0;20.0;11.0;23.338;53.315;-21.0;1.0;-22.0;-20.0;-18.429;5.062;-24.0;-10.0;-15.286;6.81;-24.0;-2.0;-15.0;-30.0;-7.0;-14.286;9.759;-30.0;-1.0;-11.5;8.263;-30.0;2.033;5.2;0.1;0.058;5.15;-20.0;-21.0;17.156;-9.5;0.0;0.0;3.464;0.0;11.0;0.0;0.0;-20.0;11.269;-1.0;0.0;0.0;-1.0;0.757
26;24;345;3.35;2120;-13.0;-425.0;54;-289;-38;1.405;1.396;-0.009;402;331;19655;4;1.359;1.249;1.128;55.4;60.0;80.0;79.0;62.0;43.0;11.0;11.0;11.0;8.0;11.0;254.0;158.0;-22.0;-21.0;-20.0;-10.0;-13.0;-30.0;-8.0;-7.0;-15.0;-11.0;2.946;9.245;19.871;64.667;13.614;54.0;80.0;11.297;54.0;11.479;45.0;15.333;7.506;11.0;24.0;13.0;5.802;5.0;24.0;13.357;4.814;5.0;24.0;17.898;25.807;53.248;-25.333;6.658;-33.0;-21.0;-21.714;6.047;-33.0;-13.0;-16.714;8.241;-33.0;-2.0;-25.333;-38.0;-8.0;-17.571;13.277;-38.0;-1.0;-13.429;10.875;-38.0;2.167;-5.0;-10.2;5.86;0.1;-6.0;14.0;10.693;-13.0;13.0;13.0;7.506;6.5;24.0;13.0;7.506;-6.0;13.614;-11.0;-10.0;5.774;-6.0;0.736
27;21;366;3.4;2285;-15.0;-473.0;68;-315;-26;1.426;1.415;-0.011;404;331;19634;4;1.396;1.283;1.163;70.6;54.0;60.0;80.0;60.0;51.0;24.0;11.0;11.0;14.0;10.0;268.0;168.0;-33.0;-22.0;-21.0;-13.0;-2.0;-38.0;-30.0;-8.0;-20.0;-5.0;2.858;8.622;19.519;60.667;7.024;54.0;68.0;10.69;54.0;10.967;45.0;18.667;6.807;11.0;24.0;14.0;6.557;5.0;24.0;14.143;5.112;5.0;24.0;22.517;30.452;53.675;-31.333;8.622;-39.0;-22.0;-25.429;7.591;-39.0;-19.0;-19.357;9.052;-39.0;-8.0;-31.333;-38.0;-26.0;-18.429;13.649;-38.0;-1.0;-14.929;11.069;-38.0;1.722;0.1;5.1;5.1;-2.45;14.0;20.0;17.088;4.0;-3.0;-16.0;8.505;5.0;21.0;-3.0;6.807;14.0;7.024;-6.0;5.0;5.0;-8.5;0.716
28;25;391;3.61;2455;-8.0;-500.0;93;-316;-2;1.446;1.424;-0.022;405;340;19609;4;1.415;1.275;1.171;55.5;68.0;54.0;60.0;81.0;45.0;21.0;24.0;11.0;15.0;16.0;283.0;184.0;-39.0;-33.0;-22.0;-24.0;-22.0;-26.0;-38.0;-30.0;-1.0;-16.0;14.867;11.528;19.025;71.667;19.757;54.0;93.0;13.438;54.0;11.868;54.0;23.333;2.082;21.0;25.0;15.429;7.786;5.0;25.0;14.786;5.873;5.0;25.0;23.029;37.492;55.866;-30.333;10.263;-39.0;-19.0;-24.714;7.973;-39.0;-19.0;-19.143;9.02;-39.0;-8.0;-22.0;-38.0;-2.0;-18.571;13.439;-38.0;-2.0;-13.929;11.586;-38.0;1.535;25.7;25.6;16.451;12.9;25.0;11.0;15.716;19.5;4.0;7.0;8.021;0.5;25.0;4.0;2.082;25.0;19.757;20.0;26.0;16.643;7.0;0.707
29;35;426;3.74;2635;-12.0;-542.0;67;-345;-29;1.47;1.456;-0.014;406;336;19574;4;1.424;1.3;1.19;75.8;93.0;68.0;54.0;65.0;57.0;25.0;21.0;24.0;5.0;15.0;288.0;199.0;-19.0;-39.0;-33.0;-19.0;-8.0;-2.0;-26.0;-38.0;-19.0;-8.0;13.645;11.898;19.261;76.0;14.731;67.0;93.0;13.302;54.0;11.453;54.0;27.0;7.211;21.0;35.0;19.714;9.214;11.0;35.0;16.214;7.982;5.0;35.0;30.139;46.135;60.959;-29.333;10.017;-39.0;-19.0;-26.286;7.74;-39.0;-19.0;-20.714;8.844;-39.0;-9.0;-19.0;-29.0;-2.0;-20.0;14.012;-38.0;-2.0;-15.429;12.107;-38.0;2.058;-4.9;-30.6;16.415;10.4;-26.0;-51.0;26.839;-0.5;10.0;6.0;6.506;7.0;35.0;10.0;7.211;-26.0;14.731;-11.0;-31.0;16.643;4.5;0.702
30;25;451;3.87;2818;-16.0;-592.0;82;-360;-15;1.491;1.467;-0.024;407;340;19549;4;1.456;1.31;1.22;80.9;67.0;93.0;68.0;79.0;55.0;35.0;25.0;21.0;11.0;20.0;299.0;219.0;-30.0;-19.0;-39.0;-20.0;-9.0;-29.0;-2.0;-26.0;-7.0;-13.0;4.9;11.035;18.619;80.667;13.051;67.0;93.0;13.626;54.0;11.25;54.0;28.333;5.774;25.0;35.0;21.714;8.499;11.0;35.0;16.571;8.271;5.0;35.0;30.139;52.793;67.394;-29.667;10.504;-40.0;-19.0;-29.143;8.668;-40.0;-19.0;-22.929;9.539;-40.0;-10.0;-15.333;-29.0;-2.0;-21.143;13.069;-38.0;-2.0;-15.571;12.088;-38.0;1.622;-4.9;0.0;17.667;-4.9;15.0;41.0;27.025;-5.5;-10.0;-20.0;10.263;0.0;25.0;-10.0;5.774;15.0;13.051;-10.0;1.0;17.616;-10.5;0.687
31;10;461;4.0;3004;-18.0;-645.0;80;-378;-18;1.511;1.477;-0.034;408;344;19539;4;1.467;1.321;1.24;86.0;82.0;67.0;93.0;80.0;61.0;25.0;35.0;25.0;11.0;15.0;310.0;234.0;-40.0;-30.0;-19.0;-21.0;-10.0;-15.0;-29.0;-2.0;-8.0;-10.0;2.801;10.304;17.829;76.333;8.145;67.0;82.0;13.626;54.0;11.153;54.0;23.333;12.583;10.0;35.0;21.571;8.715;10.0;35.0;16.214;8.451;5.0;35.0;18.028;53.671;72.21;-38.333;7.638;-45.0;-30.0;-32.571;9.607;-45.0;-19.0;-25.429;10.435;-45.0;-10.0;-20.667;-29.0;-15.0;-22.571;11.886;-38.0;-2.0;-16.143;11.993;-38.0;1.664;0.1;5.0;2.887;-2.4;-2.0;-17.0;20.599;6.5;-15.0;-5.0;13.229;-12.5;10.0;-15.0;12.583;-2.0;8.145;-5.0;5.0;3.215;-7.5;0.682
